alloy_name,elastic_modulus,source,mixing_entropy,mixing_enthalpy,valence_electron,diff_in_atomic_radii,diff_electronegativity,omega,lambda,phases,density,hardness,yield_strength,mean_atomic_radius,std_atomic_radius,max_atomic_radius,min_atomic_radius,delta_r,mean_electronegativity,std_electronegativity,delta_chi,vec,mixing_entropy.1,num_elements,comp_Ti,comp_Zr,comp_Hf,comp_Nb,comp_Ta,comp_V,comp_Cr,comp_Mo,comp_W,comp_Fe,comp_Co,comp_Ni,comp_Cu,comp_Al,comp_Mn,comp_Si,comp_Sn,ultimate_strength,elongation,Unnamed: 0,Alloy,Diff. Lattice Constants,Diff. Melting Point,Mixing Enthalpy,Lattice Constants,Lambda,Diff. in atomic radii,Omega,Melting Temp.,Diff. Electronegativity,Mixing Entropy,Valence electron,Young's Mod (GPa),alloy_system,elastic_modulus_gpa,composition,year,notes,Composition,Phases present,Hardness (HVN),Yield Strength (MPa),Ultimate Tensile Strength (MPa),Elongation (%),Compressive strength (MPa),Plasticity (%) - Compressive,Note on any unqiue processing or data features,Source,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,material_id,bulk_modulus,shear_modulus,formation_energy,elements,nsites
Rb2PdI6,10.335461649969396,Materials Project,,,,,,,,,4.596386465947368,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-628606,9.032,3.947,-1.005111946111111,"I,Pd,Rb",9.0
VGePt,11.442778145657638,Materials Project,,,,,,,,,10.32858097323463,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-961674,145.001,3.848,-0.129194331666666,"Ge,Pt,V",3.0
Rb2WBr6,11.443256695165182,Materials Project,,,,,,,,,4.684212576811302,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-29481,9.727,4.388,-1.430904369444443,"Br,Rb,W",9.0
CsRbP,11.559878586051592,Materials Project,,,,,,,,,2.866470662524848,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1009544,10.753,4.376,-0.003294933932676,"Cs,P,Rb",3.0
BeGeB,11.843067086022238,Materials Project,,,,,,,,,4.541540805732744,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-631541,111.116,3.995,0.7571133102777781,"B,Be,Ge",3.0
LiCdP,11.974600853436366,Materials Project,,,,,,,,,4.720976315834017,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-10687,53.16,4.094,-0.204713466964279,"Cd,Li,P",3.0
Na3SbS4,12.350688217971893,Materials Project,,,,,,,,,2.877687677818424,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-10167,21.399,4.399,-0.92306199640625,"Na,S,Sb",8.0
Rb2HgAu,12.528839133948225,Materials Project,,,,,,,,,5.849601284169863,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-975176,10.354,4.825,-0.213561196875001,"Au,Hg,Rb",4.0
K2TaCl6,12.747472855526397,Materials Project,,,,,,,,,3.253945402135154,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-31363,12.244,4.805,-2.001392053537037,"Cl,K,Ta",9.0
Rb2WCl6,12.778836787768936,Materials Project,,,,,,,,,3.705121271084358,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-30227,11.06,4.8870000000000005,-1.785055874999996,"Cl,Rb,W",9.0
Ba3BiN,13.027039052496797,Materials Project,,,,,,,,,3.65087216507948,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1013710,3.969999999999999,6.834,0.618596262999999,"Ba,Bi,N",5.0
LiAlGe,13.26474258098015,Materials Project,,,,,,,,,3.478327602587269,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-961645,48.554,4.5600000000000005,0.049045993888889,"Al,Ge,Li",3.0
K2WCl6,13.2898397093396,Materials Project,,,,,,,,,3.312841582813186,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-568914,12.36,5.031,-1.535023900277776,"Cl,K,W",9.0
Cs2NaCaCl6,13.458629512610068,Materials Project,,,,,,,,,2.733367181842466,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-989644,16.182,4.943,-2.04173653625,"Ca,Cl,Cs,Na",10.0
Li3CrS4,13.735211306719568,Materials Project,,,,,,,,,1.594135362773154,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-753982,11.688,5.266,-1.172064837499999,"Cr,Li,S",8.0
RbFeSe2,13.802588416524204,Materials Project,,,,,,,,,4.261149152394929,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-7086,16.048,5.087,-0.8967297855468761,"Fe,Rb,Se",8.0
K2OsBr6,13.810760288859283,Materials Project,,,,,,,,,4.500005281766976,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-27835,12.514,5.247,-1.237443363833331,"Br,K,Os",9.0
SnPt3C,13.823133138389926,Materials Project,,,,,,,,,14.974052617304,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-20446,177.192,4.648,0.323189446500009,"C,Pt,Sn",5.0
LiTbHg2,13.825981017748282,Materials Project,,,,,,,,,10.68612886585197,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-864804,52.714,4.747,-0.5166034579166731,"Hg,Li,Tb",4.0
Tl2WCl6,14.090638501102134,Materials Project,,,,,,,,,5.561511208592032,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-29556,14.578,5.2620000000000005,-1.337106920740742,"Cl,Tl,W",9.0
Mg2TlPb,14.143002527929546,Materials Project,,,,,,,,,7.625227951909469,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-978256,35.144,4.9350000000000005,-0.032516090833334,"Mg,Pb,Tl",4.0
Ba2YbSbO6,14.533735965056024,Materials Project,,,,,,,,,5.545225586217616,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-14223,57.328,4.985,-0.476863569750003,"Ba,O,Sb,Yb",10.0
V3Sn,15.206617541159552,Materials Project,,,,,,,,,7.486789810736877,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-21342,162.896,5.122,-0.100637091249999,"Sn,V",8.0
SrTlHg2,15.276309384712327,Materials Project,,,,,,,,,10.32980642391768,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-981311,29.409,5.404,-0.376095352083339,"Hg,Sr,Tl",4.0
Cs2CoS2,15.685177299245025,Materials Project,,,,,,,,,4.016914733976199,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-561830,17.491,5.807,-0.906410127374999,"Co,Cs,S",10.0
LiZrAu2,15.757464160024348,Materials Project,,,,,,,,,11.494333916148095,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-865924,103.353,5.343,-0.589742580416668,"Au,Li,Zr",4.0
AlFe,15.779133052063854,Materials Project,,,,,,,,,4.614313908264683,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-985578,90.176,5.364,0.46102108,"Al,Fe",2.0
RbTiBr3,15.89499435260294,Materials Project,,,,,,,,,3.925362134670415,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-569807,14.215,6.05,-1.687460090166666,"Br,Rb,Ti",10.0
KTl2Bi,16.118478306820954,Materials Project,,,,,,,,,8.19850959372973,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-866169,22.656,5.834,-0.187777005979171,"Bi,K,Tl",4.0
Na2LiTa,16.175315516311677,Materials Project,,,,,,,,,4.229174258310453,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-631339,17.782,5.998,1.233161440890803,"Li,Na,Ta",4.0
PmMgAg2,16.185078939828077,Materials Project,,,,,,,,,7.237387697486897,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-862936,60.967,5.559,-0.288774393958333,"Ag,Mg,Pm",4.0
BaSrYb2,16.37102916203496,Materials Project,,,,,,,,,5.84418381228494,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-980191,11.948,6.437,0.426352086249998,"Ba,Sr,Yb",4.0
LiAcTl2,17.474609303464096,Materials Project,,,,,,,,,9.082872433544432,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-862549,34.711,6.17,-0.389536811041665,"Ac,Li,Tl",4.0
In2AgSe4,17.7672162058043,Materials Project,,,,,,,,,5.207535637208343,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1025331,21.185,6.531,-0.495415779520087,"Ag,In,Se",7.0
Yb3GaC,17.923484728166375,Materials Project,,,,,,,,,9.51891215910922,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-21206,37.775,6.307,-0.6945973430000031,"C,Ga,Yb",5.0
PmHgAu2,18.04895370430177,Materials Project,,,,,,,,,13.942245981215471,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-862912,80.514,6.17,-0.654513036250001,"Au,Hg,Pm",4.0
CsTiBr3,18.36725509040216,Materials Project,,,,,,,,,4.240053185266904,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-22962,13.373,7.225,-1.7109803175977,"Br,Cs,Ti",10.0
NaMgPb2,18.37306952995945,Materials Project,,,,,,,,,7.318520134363223,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-865107,15.404,7.06,-0.111020624094825,"Mg,Na,Pb",4.0
CdAgSb,18.57712586887814,Materials Project,,,,,,,,,7.571743461499784,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-542065,58.715,6.418,-0.031579532777778,"Ag,Cd,Sb",3.0
PmCdAu2,18.76087805298617,Materials Project,,,,,,,,,12.413180954600469,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-862891,79.05,6.423,-0.715495366874996,"Au,Cd,Pm",4.0
SmMgAg2,19.312323345900868,Materials Project,,,,,,,,,7.41703819860882,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-867862,62.849,6.665,-0.290403805833331,"Ag,Mg,Sm",4.0
LiCe2Ru,19.43702881391811,Materials Project,,,,,,,,,7.451581648969454,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-973561,65.477,6.7,-0.091424283333331,"Ce,Li,Ru",4.0
Na2CdHg,19.602246550231683,Materials Project,,,,,,,,,5.945469971725116,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-973056,17.144,7.485,-0.128988431314657,"Cd,Hg,Na",4.0
Cs2CrCl4,19.777353500344905,Materials Project,,,,,,,,,3.478393037653386,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-28497,17.295,7.552,-1.872968705714285,"Cl,Cr,Cs",7.0
KFeSe2,19.861218023569283,Materials Project,,,,,,,,,3.886980834085917,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-9884,19.144,7.483,-0.8848990917343731,"Fe,K,Se",8.0
Rb2Cr(BrCl)2,19.869361817198488,Materials Project,,,,,,,,,3.398924682821847,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1025321,19.075,7.49,-1.760993072142857,"Br,Cl,Cr,Rb",7.0
Ba3SbN,20.11943139924939,Materials Project,,,,,,,,,3.281609293133699,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1013708,17.51,7.688,0.471304205,"Ba,N,Sb",5.0
CrGeTe3,20.290792364234772,Materials Project,,,,,,,,,5.675113858694391,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-541449,12.438,8.261,-0.419505622000001,"Cr,Ge,Te",10.0
NaTl2Cd,20.64135346764672,Materials Project,,,,,,,,,8.655172780736356,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-865127,23.718,7.617,-0.063544542011498,"Cd,Na,Tl",4.0
RbTiCl3,20.75054554116826,Materials Project,,,,,,,,,3.080567691104509,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-28282,16.921,8.008,-2.029099489166666,"Cl,Rb,Ti",10.0
KTmI3,20.764505167370817,Materials Project,,,,,,,,,5.053390305992179,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-570303,17.864,7.948,-1.403376805450001,"I,K,Tm",10.0
RbFeS2,21.13946177239827,Materials Project,,,,,,,,,3.237919652662237,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-5372,19.246,8.026,-1.008359178124999,"Fe,Rb,S",8.0
HfAlPd2,21.356133579897747,Materials Project,,,,,,,,,10.705462494199327,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-16501,156.936,7.228,-0.852085152499999,"Al,Hf,Pd",4.0
Zn(InS2)2,21.63597531593493,Materials Project,,,,,,,,,3.727881447645854,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-2352785,12.842,8.873,-0.7520194939540781,"In,S,Zn",14.0
HgRhF6,21.84448442452727,Materials Project,,,,,,,,,6.260148678143384,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-15639,24.756,8.073,-1.633558684687502,"F,Hg,Rh",8.0
AcTlHg2,21.93499845169208,Materials Project,,,,,,,,,12.09441054837504,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-984551,44.138,7.739,-0.453474278124999,"Ac,Hg,Tl",4.0
NaCdHg2,22.12283502736513,Materials Project,,,,,,,,,9.67706299592569,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-976220,24.122,8.211,-0.153678824094831,"Cd,Hg,Na",4.0
Cu2SnSe4,22.222934368972528,Materials Project,,,,,,,,,5.508531444258362,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1389664,29.275,8.09,-0.251761499775507,"Cu,Se,Sn",7.0
CsHgBr3,22.33065134683897,Materials Project,,,,,,,,,5.153218960924287,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-27718,22.568,8.363,-1.306981333431035,"Br,Cs,Hg",5.0
CsInBr3,22.334334486829786,Materials Project,,,,,,,,,4.39103965595892,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-2649045,21.762,8.403,-1.5218829312643671,"Br,Cs,In",5.0
CaSbF6,22.42273084794021,Materials Project,,,,,,,,,3.125413272193245,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1445082,7.511,11.184,-3.185994047499999,"Ca,F,Sb",8.0
