,latent_x,latent_y,Co,Cr,Fe,Ni,Mn,Al
241,-2.351758794,-3.959798995,0.184828,0.192853,0.066916,0.124479,0.124191,0.306732
242,-2.311557789,-3.959798995,0.184015,0.19083,0.067214,0.124716,0.122778,0.310447
243,-2.271356784,-3.959798995,0.183117,0.188843,0.067487,0.124927,0.121342,0.314285
244,-2.231155779,-3.959798995,0.182134,0.186889,0.067733,0.125112,0.119882,0.31825
245,-2.190954774,-3.959798995,0.181065,0.184967,0.067952,0.125268,0.118399,0.322349
246,-2.150753769,-3.959798995,0.179909,0.183076,0.068142,0.125394,0.116893,0.326586
247,-2.110552764,-3.959798995,0.178666,0.181213,0.068302,0.12549,0.115364,0.330965
248,-2.070351759,-3.959798995,0.177335,0.179378,0.068431,0.125552,0.113811,0.335493
249,-2.030150754,-3.959798995,0.175915,0.177567,0.068528,0.125581,0.112234,0.340175
250,-1.989949749,-3.959798995,0.174407,0.17578,0.068591,0.125573,0.110634,0.345015
251,-1.949748744,-3.959798995,0.172809,0.174013,0.068619,0.125528,0.10901,0.350021
252,-1.909547739,-3.959798995,0.171121,0.172266,0.068611,0.125443,0.107363,0.355196
253,-1.869346734,-3.959798995,0.169343,0.170536,0.068565,0.125317,0.105691,0.360548
254,-1.829145729,-3.959798995,0.167474,0.168821,0.06848,0.125147,0.103996,0.366082
255,-1.788944724,-3.959798995,0.165516,0.167119,0.068355,0.124931,0.102277,0.371802
256,-1.748743719,-3.959798995,0.163466,0.165427,0.068188,0.124667,0.100534,0.377717
257,-1.708542714,-3.959798995,0.161327,0.163744,0.067978,0.124354,0.098767,0.38383
258,-1.668341709,-3.959798995,0.159097,0.162066,0.067724,0.123988,0.096977,0.390148
259,-1.628140704,-3.959798995,0.156778,0.160392,0.067424,0.123567,0.095163,0.396676
260,-1.587939698,-3.959798995,0.15437,0.158719,0.067077,0.123089,0.093325,0.40342
261,-1.547738693,-3.959798995,0.151873,0.157044,0.066682,0.122551,0.091464,0.410385
262,-1.507537688,-3.959798995,0.149289,0.155365,0.066237,0.121951,0.08958,0.417577
263,-1.467336683,-3.959798995,0.146618,0.153679,0.065742,0.121287,0.087673,0.425
264,-1.427135678,-3.959798995,0.143863,0.151983,0.065194,0.120555,0.085744,0.43266
265,-1.386934673,-3.959798995,0.141024,0.150275,0.064594,0.119754,0.083793,0.440559
266,-1.346733668,-3.959798995,0.138104,0.148551,0.06394,0.11888,0.081821,0.448703
267,-1.306532663,-3.959798995,0.135104,0.146809,0.063232,0.117932,0.079829,0.457095
268,-1.266331658,-3.959798995,0.132027,0.145045,0.062468,0.116907,0.077816,0.465737
269,-1.226130653,-3.959798995,0.128876,0.143257,0.061649,0.115802,0.075785,0.474631
270,-1.185929648,-3.959798995,0.125654,0.141441,0.060773,0.114616,0.073736,0.48378
271,-1.145728643,-3.959798995,0.122364,0.139596,0.059841,0.113346,0.07167,0.493183
272,-1.105527638,-3.959798995,0.11921,0.137717,0.058797,0.111892,0.069703,0.502681
273,-1.065326633,-3.959798995,0.116293,0.135806,0.057616,0.110208,0.067889,0.512188
274,-1.025125628,-3.959798995,0.113861,0.134004,0.056712,0.108869,0.066314,0.520239
275,-0.984924623,-3.959798995,0.112114,0.132382,0.05621,0.108046,0.06507,0.526179
276,-0.944723618,-3.959798995,0.110371,0.130773,0.055701,0.107214,0.06384,0.532101
277,-0.904522613,-3.959798995,0.108635,0.129177,0.055187,0.106371,0.062625,0.538005
278,-0.864321608,-3.959798995,0.106906,0.127594,0.054667,0.10552,0.061426,0.543887
279,-0.824120603,-3.959798995,0.105185,0.126025,0.054143,0.104659,0.060241,0.549747
280,-0.783919598,-3.959798995,0.102377,0.123896,0.053305,0.103441,0.058469,0.558512
281,-0.743718593,-3.959798995,0.099465,0.121705,0.052418,0.102155,0.056655,0.567602
282,-0.703517588,-3.959798995,0.09666,0.119565,0.051543,0.100871,0.054915,0.576445
283,-0.663316583,-3.959798995,0.093961,0.117476,0.050683,0.099591,0.053247,0.585042
284,-0.623115578,-3.959798995,0.091364,0.115437,0.049836,0.098317,0.051648,0.593398
285,-0.582914573,-3.959798995,0.088866,0.113449,0.049005,0.097051,0.050114,0.601514
286,-0.542713568,-3.959798995,0.086464,0.111511,0.04819,0.095796,0.048645,0.609394
287,-0.502512563,-3.959798995,0.084155,0.109622,0.047391,0.094553,0.047236,0.617043
288,-0.462311558,-3.959798995,0.081935,0.107783,0.046608,0.093324,0.045885,0.624465
289,-0.422110553,-3.959798995,0.079802,0.105993,0.045843,0.092109,0.04459,0.631663
290,-0.381909548,-3.959798995,0.077752,0.10425,0.045095,0.09091,0.043349,0.638643
291,-0.341708543,-3.959798995,0.075782,0.102555,0.044365,0.089729,0.042159,0.64541
292,-0.301507538,-3.959798995,0.07389,0.100906,0.043652,0.088565,0.041018,0.651969
293,-0.261306533,-3.959798995,0.072073,0.099303,0.042957,0.08742,0.039925,0.658323
294,-0.221105528,-3.959798995,0.070327,0.097745,0.042279,0.086293,0.038876,0.66448
295,-0.180904523,-3.959798995,0.06865,0.09623,0.041618,0.085187,0.03787,0.670443
296,-0.140703518,-3.959798995,0.06704,0.094759,0.040975,0.084101,0.036906,0.676219
297,-0.100502513,-3.959798995,0.065493,0.09333,0.04035,0.083035,0.035981,0.681811
298,-0.060301508,-3.959798995,0.064008,0.091943,0.039741,0.08199,0.035093,0.687225
299,-0.020100503,-3.959798995,0.062581,0.090595,0.039149,0.080965,0.034242,0.692467
300,0.020100503,-3.959798995,0.061211,0.089287,0.038574,0.079962,0.033425,0.697541
301,0.060301508,-3.959798995,0.059896,0.088018,0.038015,0.078979,0.032641,0.702452
302,0.100502513,-3.959798995,0.058632,0.086786,0.037472,0.078017,0.031888,0.707205
303,0.140703518,-3.959798995,0.057418,0.08559,0.036944,0.077076,0.031166,0.711805
304,0.180904523,-3.959798995,0.056253,0.08443,0.036433,0.076156,0.030473,0.716256
305,0.221105528,-3.959798995,0.055133,0.083305,0.035936,0.075256,0.029807,0.720563
306,0.261306533,-3.959798995,0.054058,0.082214,0.035455,0.074376,0.029168,0.72473
307,0.301507538,-3.959798995,0.053026,0.081156,0.034987,0.073516,0.028553,0.728761
308,0.341708543,-3.959798995,0.052034,0.08013,0.034534,0.072677,0.027964,0.732662
309,0.381909548,-3.959798995,0.051081,0.079135,0.034096,0.071856,0.027397,0.736435
310,0.422110553,-3.959798995,0.050166,0.078171,0.03367,0.071055,0.026852,0.740085
311,0.462311558,-3.959798995,0.049287,0.077236,0.033258,0.070273,0.026329,0.743616
312,0.502512563,-3.959798995,0.048443,0.076331,0.032859,0.06951,0.025826,0.747031
313,0.542713568,-3.959798995,0.047633,0.075453,0.032472,0.068765,0.025342,0.750334
314,0.582914573,-3.959798995,0.046854,0.074603,0.032098,0.068038,0.024877,0.753529
315,0.623115578,-3.959798995,0.046107,0.073779,0.031736,0.067329,0.024431,0.756619
316,0.663316583,-3.959798995,0.045389,0.072982,0.031386,0.066636,0.024001,0.759606
317,0.703517588,-3.959798995,0.044699,0.072209,0.031047,0.065961,0.023588,0.762495
318,0.743718593,-3.959798995,0.044038,0.071461,0.030719,0.065303,0.02319,0.765289
319,0.783919598,-3.959798995,0.043402,0.070738,0.030403,0.06466,0.022808,0.76799
320,0.824120603,-3.959798995,0.042792,0.070037,0.030096,0.064034,0.02244,0.7706
321,0.864321608,-3.959798995,0.042207,0.069359,0.029801,0.063422,0.022086,0.773124
322,0.904522613,-3.959798995,0.041645,0.068704,0.029515,0.062826,0.021746,0.775563
